"alternatives","prior_distribution","cost_of_adjective","utterance","speaker_lambda","value","resample_number","probability","variable"
"pos_neg_null","2x",6,"adjective",5,0.85,1,0.0426412282056727,"theta"
"pos_neg_null","2x",6,"adjective",5,0.86,1,0.0456381087008914,"theta"
"pos_neg_null","2x",6,"adjective",5,0.87,1,0.0479716666885903,"theta"
"pos_neg_null","2x",6,"adjective",5,0.88,1,0.0493948169624566,"theta"
"pos_neg_null","2x",6,"adjective",5,0.89,1,0.0497281230017035,"theta"
"pos_neg_null","2x",6,"adjective",5,0.9,1,0.0488979859777352,"theta"
"pos_neg_null","2x",6,"adjective",5,0.91,1,0.0469475058363348,"theta"
"pos_neg_null","2x",6,"adjective",5,0.92,1,0.0440160899455236,"theta"
"pos_neg_null","2x",6,"adjective",5,0.93,1,0.0402983536247728,"theta"
"pos_neg_null","2x",6,"adjective",5,0.94,1,0.0359996991760253,"theta"
"pos_neg_null","2x",6,"adjective",5,0.95,1,0.0313025310062779,"theta"
"pos_neg_null","2x",6,"adjective",5,0.96,1,0.0263485267318529,"theta"
"pos_neg_null","2x",6,"adjective",5,0.97,1,0.0212351441360366,"theta"
"pos_neg_null","2x",6,"adjective",5,0.98,1,0.0160213341226307,"theta"
"pos_neg_null","2x",6,"adjective",5,0.99,1,0.0107374712912022,"theta"
"pos_neg_null","2x",6,"adjective",5,1,1,0.00539591468939175,"theta"
"pos_neg_null","2x",6,"prior",1,0,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.01,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.02,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.03,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.04,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.05,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.06,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.07,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.08,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.09,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.1,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.11,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.12,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.13,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.14,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.15,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.16,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.17,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.18,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.19,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.2,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.21,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.22,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.23,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.24,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.25,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.26,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.27,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.28,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.29,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.3,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.31,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.32,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.33,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.34,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.35,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.36,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.37,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.38,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.39,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.4,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.41,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.42,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.43,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.44,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.45,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.46,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.47,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.48,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.49,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.5,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.51,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.52,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.53,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.54,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.55,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.56,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.57,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.58,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.59,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.6,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.61,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.62,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.63,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.64,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.65,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.66,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.67,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.68,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.69,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.7,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.71,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.72,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.73,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.74,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.75,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.76,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.77,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.78,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.79,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.8,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.81,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.82,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.83,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.84,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.85,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.86,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.87,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.88,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.89,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.9,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.91,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.92,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.93,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.94,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.95,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.96,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.97,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.98,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,0.99,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",1,1,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.01,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.02,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.03,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.04,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.05,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.06,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.07,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.08,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.09,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.1,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.11,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.12,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.13,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.14,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.15,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.16,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.17,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.18,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.19,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.2,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.21,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.22,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.23,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.24,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.25,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.26,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.27,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.28,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.29,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.3,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.31,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.32,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.33,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.34,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.35,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.36,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.37,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.38,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.39,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.4,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.41,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.42,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.43,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.44,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.45,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.46,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.47,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.48,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.49,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.5,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.51,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.52,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.53,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.54,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.55,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.56,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.57,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.58,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.59,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.6,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.61,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.62,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.63,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.64,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.65,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.66,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.67,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.68,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.69,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.7,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.71,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.72,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.73,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.74,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.75,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.76,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.77,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.78,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.79,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.8,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.81,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.82,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.83,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.84,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.85,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.86,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.87,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.88,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.89,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.9,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.91,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.92,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.93,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.94,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.95,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.96,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.97,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.98,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,0.99,1,0.00990099009900997,"theta"
"pos_neg_null","2x",6,"prior",5,1,1,0.00990099009900997,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0,1,0.0258423853869248,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.01,1,0.0340569786513142,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.02,1,0.0337062020038849,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.03,1,0.0333074692759623,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.04,1,0.0328700582667158,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.05,1,0.0323999533913208,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.06,1,0.0319012160851284,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.07,1,0.0313767363749283,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.08,1,0.0308286698576305,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.09,1,0.030258704546334,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.1,1,0.0296682308231874,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.11,1,0.0290584536999961,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.12,1,0.0284304693433481,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.13,1,0.0277853186416615,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.14,1,0.027124025492799,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.15,1,0.0264476245524757,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.16,1,0.0257571814355031,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.17,1,0.0250538072932796,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.18,1,0.0243386690231456,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.19,1,0.0236129959411263,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.2,1,0.0228780834780031,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.21,1,0.0221352942851679,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.22,1,0.0213860570280108,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.23,1,0.0206318630796705,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.24,1,0.0198742612931957,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.25,1,0.0191148510163271,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.26,1,0.0183552735137108,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.27,1,0.017597201971594,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.28,1,0.0168423302761816,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.29,1,0.0160923607757869,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.3,1,0.0153489912561472,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.31,1,0.0146139013756103,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.32,1,0.0138887388205339,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.33,1,0.0131751054497033,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.34,1,0.0124745436987757,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.35,1,0.0117885235109959,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.36,1,0.0111184300483982,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.37,1,0.0104655524185175,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.38,1,0.00983107362576735,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.39,1,0.00921606192495187,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.4,1,0.00862146371799096,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.41,1,0.00804809809522035,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.42,1,0.00749665308107148,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.43,1,0.00696768360209519,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.44,1,0.00646161115467482,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.45,1,0.00597872511177536,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.46,1,0.00551918557389994,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.47,1,0.00508302764004301,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.48,1,0.00467016695053549,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.49,1,0.00428040633567999,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.5,1,0.0039134433921016,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.51,1,0.00356887880265569,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.52,1,0.00324622521517798,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.53,1,0.00294491649978574,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.54,1,0.00266431721315967,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.55,1,0.00240373211048229,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.56,1,0.00216241556067187,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.57,1,0.00193958073742148,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.58,1,0.00173440847656446,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.59,1,0.00154605570873707,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.6,1,0.0013736633945846,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.61,1,0.00121636390734242,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.62,1,0.00107328782411014,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.63,1,0.000943570102218957,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.64,1,0.000826355630562136,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.65,1,0.000720804157496932,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.66,1,0.000626094606892651,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.67,1,0.00054142880211565,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.68,1,0.000466034624282801,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.69,1,0.000399168636092654,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.7,1,0.000340118206098015,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.71,1,0.000288203170571229,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.72,1,0.000242777071298262,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.73,1,0.000203228007884456,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.74,1,0.000168979142623293,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.75,1,0.000139488894820311,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.76,1,0.0001142508598156,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.77,1,9.27934859349194e-05,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.78,1,7.46795403307485e-05,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.79,1,5.95053922456604e-05,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.8,1,4.69001397212312e-05,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.81,1,3.6524603253082e-05,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.82,1,2.80702074103853e-05,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.83,1,2.12577690389035e-05,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.84,1,1.58362083828623e-05,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.85,1,1.15811973164721e-05,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.86,1,8.29375688702682e-06,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.87,1,5.79881454825444e-06,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.88,1,3.94372980982277e-06,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.89,1,2.59679554722389e-06,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.9,1,1.64572090291134e-06,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.91,1,9.96100559111039e-07,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.92,1,5.69874167693581e-07,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.93,1,3.03778873851877e-07,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.94,1,1.47797157902493e-07,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.95,1,6.36016323305342e-08,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.96,1,2.29979576641088e-08,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.97,1,6.36666895024059e-09,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.98,1,1.10442231845171e-09,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.99,1,6.49660205858232e-11,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0,1,0.0237773127600678,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.01,1,0.0228309030357945,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.02,1,0.0255713996967085,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.03,1,0.0282422507360299,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.04,1,0.0307230772701962,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.05,1,0.0328981070173049,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.06,1,0.0346733713709883,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.07,1,0.0359910493873874,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.08,1,0.0368366503725541,"theta"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.09,1,0.0372362045072512,"theta"
