"alternatives","prior_distribution","cost_of_adjective","utterance","speaker_lambda","value","resample_number","probability","variable"
"pos_neg_null","2x",6,"prior",1,0.16,1,0.00316831683168319,"value"
"pos_neg_null","2x",6,"prior",1,0.17,1,0.0033663366336634,"value"
"pos_neg_null","2x",6,"prior",1,0.18,1,0.00356435643564359,"value"
"pos_neg_null","2x",6,"prior",1,0.19,1,0.00376237623762378,"value"
"pos_neg_null","2x",6,"prior",1,0.2,1,0.00396039603960399,"value"
"pos_neg_null","2x",6,"prior",1,0.21,1,0.00415841584158419,"value"
"pos_neg_null","2x",6,"prior",1,0.22,1,0.00435643564356439,"value"
"pos_neg_null","2x",6,"prior",1,0.23,1,0.00455445544554459,"value"
"pos_neg_null","2x",6,"prior",1,0.24,1,0.00475247524752479,"value"
"pos_neg_null","2x",6,"prior",1,0.25,1,0.00495049504950499,"value"
"pos_neg_null","2x",6,"prior",1,0.26,1,0.00514851485148518,"value"
"pos_neg_null","2x",6,"prior",1,0.27,1,0.00534653465346539,"value"
"pos_neg_null","2x",6,"prior",1,0.28,1,0.00554455445544558,"value"
"pos_neg_null","2x",6,"prior",1,0.29,1,0.00574257425742578,"value"
"pos_neg_null","2x",6,"prior",1,0.3,1,0.00594059405940599,"value"
"pos_neg_null","2x",6,"prior",1,0.31,1,0.00613861386138618,"value"
"pos_neg_null","2x",6,"prior",1,0.32,1,0.00633663366336638,"value"
"pos_neg_null","2x",6,"prior",1,0.33,1,0.00653465346534659,"value"
"pos_neg_null","2x",6,"prior",1,0.34,1,0.00673267326732678,"value"
"pos_neg_null","2x",6,"prior",1,0.35,1,0.00693069306930697,"value"
"pos_neg_null","2x",6,"prior",1,0.36,1,0.00712871287128718,"value"
"pos_neg_null","2x",6,"prior",1,0.37,1,0.00732673267326737,"value"
"pos_neg_null","2x",6,"prior",1,0.38,1,0.00752475247524759,"value"
"pos_neg_null","2x",6,"prior",1,0.39,1,0.00772277227722778,"value"
"pos_neg_null","2x",6,"prior",1,0.4,1,0.00792079207920796,"value"
"pos_neg_null","2x",6,"prior",1,0.41,1,0.00811881188118818,"value"
"pos_neg_null","2x",6,"prior",1,0.42,1,0.00831683168316836,"value"
"pos_neg_null","2x",6,"prior",1,0.43,1,0.00851485148514858,"value"
"pos_neg_null","2x",6,"prior",1,0.44,1,0.00871287128712877,"value"
"pos_neg_null","2x",6,"prior",1,0.45,1,0.00891089108910896,"value"
"pos_neg_null","2x",6,"prior",1,0.46,1,0.00910891089108917,"value"
"pos_neg_null","2x",6,"prior",1,0.47,1,0.00930693069306937,"value"
"pos_neg_null","2x",6,"prior",1,0.48,1,0.00950495049504957,"value"
"pos_neg_null","2x",6,"prior",1,0.49,1,0.00970297029702977,"value"
"pos_neg_null","2x",6,"prior",1,0.5,1,0.00990099009900996,"value"
"pos_neg_null","2x",6,"prior",1,0.51,1,0.0100990099009902,"value"
"pos_neg_null","2x",6,"prior",1,0.52,1,0.0102970297029704,"value"
"pos_neg_null","2x",6,"prior",1,0.53,1,0.0104950495049505,"value"
"pos_neg_null","2x",6,"prior",1,0.54,1,0.0106930693069307,"value"
"pos_neg_null","2x",6,"prior",1,0.55,1,0.010891089108911,"value"
"pos_neg_null","2x",6,"prior",1,0.56,1,0.0110891089108912,"value"
"pos_neg_null","2x",6,"prior",1,0.57,1,0.0112871287128714,"value"
"pos_neg_null","2x",6,"prior",1,0.58,1,0.0114851485148516,"value"
"pos_neg_null","2x",6,"prior",1,0.59,1,0.0116831683168318,"value"
"pos_neg_null","2x",6,"prior",1,0.6,1,0.0118811881188119,"value"
"pos_neg_null","2x",6,"prior",1,0.61,1,0.0120792079207921,"value"
"pos_neg_null","2x",6,"prior",1,0.62,1,0.0122772277227724,"value"
"pos_neg_null","2x",6,"prior",1,0.63,1,0.0124752475247526,"value"
"pos_neg_null","2x",6,"prior",1,0.64,1,0.0126732673267328,"value"
"pos_neg_null","2x",6,"prior",1,0.65,1,0.012871287128713,"value"
"pos_neg_null","2x",6,"prior",1,0.66,1,0.0130693069306931,"value"
"pos_neg_null","2x",6,"prior",1,0.67,1,0.0132673267326733,"value"
"pos_neg_null","2x",6,"prior",1,0.68,1,0.0134653465346535,"value"
"pos_neg_null","2x",6,"prior",1,0.69,1,0.0136633663366338,"value"
"pos_neg_null","2x",6,"prior",1,0.7,1,0.013861386138614,"value"
"pos_neg_null","2x",6,"prior",1,0.71,1,0.0140594059405942,"value"
"pos_neg_null","2x",6,"prior",1,0.72,1,0.0142574257425744,"value"
"pos_neg_null","2x",6,"prior",1,0.73,1,0.0144554455445545,"value"
"pos_neg_null","2x",6,"prior",1,0.74,1,0.0146534653465347,"value"
"pos_neg_null","2x",6,"prior",1,0.75,1,0.0148514851485149,"value"
"pos_neg_null","2x",6,"prior",1,0.76,1,0.0150495049504952,"value"
"pos_neg_null","2x",6,"prior",1,0.77,1,0.0152475247524754,"value"
"pos_neg_null","2x",6,"prior",1,0.78,1,0.0154455445544556,"value"
"pos_neg_null","2x",6,"prior",1,0.79,1,0.0156435643564358,"value"
"pos_neg_null","2x",6,"prior",1,0.8,1,0.015841584158416,"value"
"pos_neg_null","2x",6,"prior",1,0.81,1,0.0160396039603961,"value"
"pos_neg_null","2x",6,"prior",1,0.82,1,0.0162376237623763,"value"
"pos_neg_null","2x",6,"prior",1,0.83,1,0.0164356435643566,"value"
"pos_neg_null","2x",6,"prior",1,0.84,1,0.0166336633663368,"value"
"pos_neg_null","2x",6,"prior",1,0.85,1,0.016831683168317,"value"
"pos_neg_null","2x",6,"prior",1,0.86,1,0.0170297029702971,"value"
"pos_neg_null","2x",6,"prior",1,0.87,1,0.0172277227722773,"value"
"pos_neg_null","2x",6,"prior",1,0.88,1,0.0174257425742575,"value"
"pos_neg_null","2x",6,"prior",1,0.89,1,0.0176237623762377,"value"
"pos_neg_null","2x",6,"prior",1,0.9,1,0.0178217821782179,"value"
"pos_neg_null","2x",6,"prior",1,0.91,1,0.0180198019801982,"value"
"pos_neg_null","2x",6,"prior",1,0.92,1,0.0182178217821784,"value"
"pos_neg_null","2x",6,"prior",1,0.93,1,0.0184158415841585,"value"
"pos_neg_null","2x",6,"prior",1,0.94,1,0.0186138613861387,"value"
"pos_neg_null","2x",6,"prior",1,0.95,1,0.0188118811881189,"value"
"pos_neg_null","2x",6,"prior",1,0.96,1,0.0190099009900991,"value"
"pos_neg_null","2x",6,"prior",1,0.97,1,0.0192079207920793,"value"
"pos_neg_null","2x",6,"prior",1,0.98,1,0.0194059405940596,"value"
"pos_neg_null","2x",6,"prior",1,0.99,1,0.0196039603960398,"value"
"pos_neg_null","2x",6,"prior",1,1,1,0.0198019801980199,"value"
"pos_neg_null","2x",6,"prior",5,0.01,1,0.0001980198019802,"value"
"pos_neg_null","2x",6,"prior",5,0.02,1,0.000396039603960399,"value"
"pos_neg_null","2x",6,"prior",5,0.03,1,0.000594059405940598,"value"
"pos_neg_null","2x",6,"prior",5,0.04,1,0.000792079207920798,"value"
"pos_neg_null","2x",6,"prior",5,0.05,1,0.000990099009900997,"value"
"pos_neg_null","2x",6,"prior",5,0.06,1,0.00118811881188119,"value"
"pos_neg_null","2x",6,"prior",5,0.07,1,0.0013861386138614,"value"
"pos_neg_null","2x",6,"prior",5,0.08,1,0.00158415841584159,"value"
"pos_neg_null","2x",6,"prior",5,0.09,1,0.00178217821782179,"value"
"pos_neg_null","2x",6,"prior",5,0.1,1,0.00198019801980199,"value"
"pos_neg_null","2x",6,"prior",5,0.11,1,0.00217821782178219,"value"
"pos_neg_null","2x",6,"prior",5,0.12,1,0.00237623762376239,"value"
"pos_neg_null","2x",6,"prior",5,0.13,1,0.00257425742574259,"value"
"pos_neg_null","2x",6,"prior",5,0.14,1,0.00277227722772279,"value"
"pos_neg_null","2x",6,"prior",5,0.15,1,0.00297029702970299,"value"
"pos_neg_null","2x",6,"prior",5,0.16,1,0.00316831683168319,"value"
"pos_neg_null","2x",6,"prior",5,0.17,1,0.0033663366336634,"value"
"pos_neg_null","2x",6,"prior",5,0.18,1,0.00356435643564359,"value"
"pos_neg_null","2x",6,"prior",5,0.19,1,0.00376237623762378,"value"
"pos_neg_null","2x",6,"prior",5,0.2,1,0.00396039603960399,"value"
"pos_neg_null","2x",6,"prior",5,0.21,1,0.00415841584158419,"value"
"pos_neg_null","2x",6,"prior",5,0.22,1,0.00435643564356439,"value"
"pos_neg_null","2x",6,"prior",5,0.23,1,0.00455445544554459,"value"
"pos_neg_null","2x",6,"prior",5,0.24,1,0.00475247524752479,"value"
"pos_neg_null","2x",6,"prior",5,0.25,1,0.00495049504950499,"value"
"pos_neg_null","2x",6,"prior",5,0.26,1,0.00514851485148518,"value"
"pos_neg_null","2x",6,"prior",5,0.27,1,0.00534653465346539,"value"
"pos_neg_null","2x",6,"prior",5,0.28,1,0.00554455445544558,"value"
"pos_neg_null","2x",6,"prior",5,0.29,1,0.00574257425742578,"value"
"pos_neg_null","2x",6,"prior",5,0.3,1,0.00594059405940599,"value"
"pos_neg_null","2x",6,"prior",5,0.31,1,0.00613861386138618,"value"
"pos_neg_null","2x",6,"prior",5,0.32,1,0.00633663366336638,"value"
"pos_neg_null","2x",6,"prior",5,0.33,1,0.00653465346534659,"value"
"pos_neg_null","2x",6,"prior",5,0.34,1,0.00673267326732678,"value"
"pos_neg_null","2x",6,"prior",5,0.35,1,0.00693069306930697,"value"
"pos_neg_null","2x",6,"prior",5,0.36,1,0.00712871287128718,"value"
"pos_neg_null","2x",6,"prior",5,0.37,1,0.00732673267326737,"value"
"pos_neg_null","2x",6,"prior",5,0.38,1,0.00752475247524759,"value"
"pos_neg_null","2x",6,"prior",5,0.39,1,0.00772277227722778,"value"
"pos_neg_null","2x",6,"prior",5,0.4,1,0.00792079207920796,"value"
"pos_neg_null","2x",6,"prior",5,0.41,1,0.00811881188118818,"value"
"pos_neg_null","2x",6,"prior",5,0.42,1,0.00831683168316836,"value"
"pos_neg_null","2x",6,"prior",5,0.43,1,0.00851485148514858,"value"
"pos_neg_null","2x",6,"prior",5,0.44,1,0.00871287128712877,"value"
"pos_neg_null","2x",6,"prior",5,0.45,1,0.00891089108910896,"value"
"pos_neg_null","2x",6,"prior",5,0.46,1,0.00910891089108917,"value"
"pos_neg_null","2x",6,"prior",5,0.47,1,0.00930693069306937,"value"
"pos_neg_null","2x",6,"prior",5,0.48,1,0.00950495049504957,"value"
"pos_neg_null","2x",6,"prior",5,0.49,1,0.00970297029702977,"value"
"pos_neg_null","2x",6,"prior",5,0.5,1,0.00990099009900996,"value"
"pos_neg_null","2x",6,"prior",5,0.51,1,0.0100990099009902,"value"
"pos_neg_null","2x",6,"prior",5,0.52,1,0.0102970297029704,"value"
"pos_neg_null","2x",6,"prior",5,0.53,1,0.0104950495049505,"value"
"pos_neg_null","2x",6,"prior",5,0.54,1,0.0106930693069307,"value"
"pos_neg_null","2x",6,"prior",5,0.55,1,0.010891089108911,"value"
"pos_neg_null","2x",6,"prior",5,0.56,1,0.0110891089108912,"value"
"pos_neg_null","2x",6,"prior",5,0.57,1,0.0112871287128714,"value"
"pos_neg_null","2x",6,"prior",5,0.58,1,0.0114851485148516,"value"
"pos_neg_null","2x",6,"prior",5,0.59,1,0.0116831683168318,"value"
"pos_neg_null","2x",6,"prior",5,0.6,1,0.0118811881188119,"value"
"pos_neg_null","2x",6,"prior",5,0.61,1,0.0120792079207921,"value"
"pos_neg_null","2x",6,"prior",5,0.62,1,0.0122772277227724,"value"
"pos_neg_null","2x",6,"prior",5,0.63,1,0.0124752475247526,"value"
"pos_neg_null","2x",6,"prior",5,0.64,1,0.0126732673267328,"value"
"pos_neg_null","2x",6,"prior",5,0.65,1,0.012871287128713,"value"
"pos_neg_null","2x",6,"prior",5,0.66,1,0.0130693069306931,"value"
"pos_neg_null","2x",6,"prior",5,0.67,1,0.0132673267326733,"value"
"pos_neg_null","2x",6,"prior",5,0.68,1,0.0134653465346535,"value"
"pos_neg_null","2x",6,"prior",5,0.69,1,0.0136633663366338,"value"
"pos_neg_null","2x",6,"prior",5,0.7,1,0.013861386138614,"value"
"pos_neg_null","2x",6,"prior",5,0.71,1,0.0140594059405942,"value"
"pos_neg_null","2x",6,"prior",5,0.72,1,0.0142574257425744,"value"
"pos_neg_null","2x",6,"prior",5,0.73,1,0.0144554455445545,"value"
"pos_neg_null","2x",6,"prior",5,0.74,1,0.0146534653465347,"value"
"pos_neg_null","2x",6,"prior",5,0.75,1,0.0148514851485149,"value"
"pos_neg_null","2x",6,"prior",5,0.76,1,0.0150495049504952,"value"
"pos_neg_null","2x",6,"prior",5,0.77,1,0.0152475247524754,"value"
"pos_neg_null","2x",6,"prior",5,0.78,1,0.0154455445544556,"value"
"pos_neg_null","2x",6,"prior",5,0.79,1,0.0156435643564358,"value"
"pos_neg_null","2x",6,"prior",5,0.8,1,0.015841584158416,"value"
"pos_neg_null","2x",6,"prior",5,0.81,1,0.0160396039603961,"value"
"pos_neg_null","2x",6,"prior",5,0.82,1,0.0162376237623763,"value"
"pos_neg_null","2x",6,"prior",5,0.83,1,0.0164356435643566,"value"
"pos_neg_null","2x",6,"prior",5,0.84,1,0.0166336633663368,"value"
"pos_neg_null","2x",6,"prior",5,0.85,1,0.016831683168317,"value"
"pos_neg_null","2x",6,"prior",5,0.86,1,0.0170297029702971,"value"
"pos_neg_null","2x",6,"prior",5,0.87,1,0.0172277227722773,"value"
"pos_neg_null","2x",6,"prior",5,0.88,1,0.0174257425742575,"value"
"pos_neg_null","2x",6,"prior",5,0.89,1,0.0176237623762377,"value"
"pos_neg_null","2x",6,"prior",5,0.9,1,0.0178217821782179,"value"
"pos_neg_null","2x",6,"prior",5,0.91,1,0.0180198019801982,"value"
"pos_neg_null","2x",6,"prior",5,0.92,1,0.0182178217821784,"value"
"pos_neg_null","2x",6,"prior",5,0.93,1,0.0184158415841585,"value"
"pos_neg_null","2x",6,"prior",5,0.94,1,0.0186138613861387,"value"
"pos_neg_null","2x",6,"prior",5,0.95,1,0.0188118811881189,"value"
"pos_neg_null","2x",6,"prior",5,0.96,1,0.0190099009900991,"value"
"pos_neg_null","2x",6,"prior",5,0.97,1,0.0192079207920793,"value"
"pos_neg_null","2x",6,"prior",5,0.98,1,0.0194059405940596,"value"
"pos_neg_null","2x",6,"prior",5,0.99,1,0.0196039603960398,"value"
"pos_neg_null","2x",6,"prior",5,1,1,0.0198019801980199,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0,1,9.48932275849694e-05,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.01,1,0.00064133966039962,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.02,1,0.00253364141745429,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.03,1,0.00430956812809976,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.04,1,0.0059798092721636,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.05,1,0.00755166727512926,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.06,1,0.00903042756518713,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.07,1,0.0104201099087791,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.08,1,0.0117239053441359,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.09,1,0.0129444432573663,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.1,1,0.0140839619298257,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.11,1,0.0151444218507271,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.12,1,0.0161275838470558,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.13,1,0.0170350649039266,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.14,1,0.0178683794479813,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.15,1,0.0186289709235785,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.16,1,0.0193182367358961,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.17,1,0.0199375485556418,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.18,1,0.0204882692978994,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.19,1,0.0209717676454616,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.2,1,0.0213894306936303,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.21,1,0.0217426750946897,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.22,1,0.022032956943113,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.23,1,0.0222617805466468,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.24,1,0.0224307061608598,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.25,1,0.0225413567173294,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.26,1,0.0225954235430298,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.27,1,0.0225946710471682,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.28,1,0.0225409403393091,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.29,1,0.0224361517374634,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.3,1,0.0222823061256795,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.31,1,0.0220814851265629,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.32,1,0.0218358500642276,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.33,1,0.0215476397066554,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.34,1,0.0212191667925269,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.35,1,0.020852813365518,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.36,1,0.0204510249580284,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.37,1,0.020016303685553,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.38,1,0.0195512003316498,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.39,1,0.0190583055209911,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.4,1,0.0185402400936565,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.41,1,0.0179996448070949,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.42,1,0.0174391695026069,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.43,1,0.0168614618804836,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.44,1,0.0162691560319114,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.45,1,0.0156648608763956,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.46,1,0.0150511486508675,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.47,1,0.0144305435910508,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.48,1,0.0138055109373893,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.49,1,0.0131784463872811,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.5,1,0.0125516661029755,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.51,1,0.0119273973707437,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.52,1,0.0113077699923075,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.53,1,0.0106948084744784,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.54,1,0.010090425067932,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.55,1,0.00949641369141331,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.56,1,0.00891444476375159,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.57,1,0.00834606095312108,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.58,1,0.00779267384121111,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.59,1,0.00725556148950256,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.6,1,0.00673586688576322,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.61,1,0.00623459724119939,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.62,1,0.00575262410241869,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.63,1,0.00529068423741595,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.64,1,0.00484938125111045,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.65,1,0.00442918788343624,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.66,1,0.0040304489415044,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.67,1,0.0036533848167937,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.68,1,0.00329809553855943,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.69,1,0.00296456531555687,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.7,1,0.00265266751963692,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.71,1,0.00236217006667651,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.72,1,0.00209274115255418,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.73,1,0.001843955304379,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.74,1,0.0016152997098484,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.75,1,0.00140618079037598,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.76,1,0.0012159309864346,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.77,1,0.0010438157263499,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.78,1,0.000889040552516107,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.79,1,0.000750758381652435,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.8,1,0.000628076878251167,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.81,1,0.000520065922765266,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.82,1,0.000425765158331717,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.83,1,0.000344191601915672,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.84,1,0.000274347307685754,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.85,1,0.000215227072189625,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.86,1,0.000165826172492692,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.87,1,0.000125148129874199,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.88,1,9.22124929494375e-05,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.89,1,6.60626352103942e-05,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.9,1,4.57735629577072e-05,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.91,1,3.04597304426021e-05,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.92,1,1.92828597576401e-05,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.93,1,1.1459763619128e-05,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.94,1,6.27016968178679e-06,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.95,1,3.06454542782205e-06,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.96,1,1.27192298808768e-06,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.97,1,4.077234929307e-07,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.98,1,8.15807248800198e-08,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",1,0.99,1,5.16396501327223e-09,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0,1,4.90014655205238e-10,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.01,1,5.32583948813564e-08,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.02,1,0.0011361082432567,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.03,1,0.00237677311762239,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.04,1,0.00371826041963589,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.05,1,0.00515234196412347,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.06,1,0.00666741924865019,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.07,1,0.00825046784123976,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.08,1,0.00988903999381314,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.09,1,0.01157146876869,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.1,1,0.0132828548345227,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.11,1,0.0149967092773018,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.12,1,0.016668835688981,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.13,1,0.0182439274767571,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.14,1,0.0196742644135765,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.15,1,0.0209343814356883,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.16,1,0.0220206795679405,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.17,1,0.0229417949237258,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.18,1,0.0237097821419001,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.19,1,0.0243358120575338,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.2,1,0.0248292439887496,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.21,1,0.0251981273229249,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.22,1,0.0254499406610378,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.23,1,0.025592104941647,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.24,1,0.0256321987439165,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.25,1,0.0255779549911479,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.26,1,0.0254371453262531,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.27,1,0.0252174348048854,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.28,1,0.0249262545496273,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.29,1,0.0245707112603315,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.3,1,0.0241575347327467,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.31,1,0.0236930562820875,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.32,1,0.0231832088160029,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.33,1,0.0226335402250724,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.34,1,0.0220492337660952,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.35,1,0.0214351311561882,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.36,1,0.0207957557530311,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.37,1,0.0201353343843506,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.38,1,0.0194578171689412,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.39,1,0.018766895144311,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.4,1,0.0180660157791099,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.41,1,0.017358396577538,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.42,1,0.0166470370315068,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.43,1,0.0159347291797992,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.44,1,0.0152240670139866,"value"
"pos_neg_null","beta(1, 5)",1,"adjective",5,0.45,1,0.0145174549415916,"value"
