"","condition","item","sliderNorm1","sliderNorm2","sliderNorm3","sliderNorm4","sliderNorm5","sliderNorm6","sliderNorm7","sliderNorm8","sliderNorm9","sliderNorm10","sliderNorm11","sliderNorm12","sliderNorm13","sliderNorm14","sliderNorm15","condItemMeans"
"24","many","kid",0.0016389859946182,0.00838887575061295,0.0293923938984011,0.0712435586788038,0.149532416610064,0.173448240073885,0.155157456666526,0.12611304079325,0.0931607629653339,0.0538380921817051,0.0425735806644937,0.0320941880132566,0.0247764537362854,0.0208440141596786,0.0177979398130854,7.38607282638863
"25","many","mov",0.0240409971935587,0.0496619925253138,0.0960487221028872,0.134298852028727,0.134212208618586,0.137640801408937,0.115426041846511,0.0872179191674097,0.0624986240044585,0.0521420995683949,0.035053230557125,0.0252953613140953,0.0187293810219158,0.0157611017061717,0.0119726669359087,6.3681039193107
"26","many","move",0.0139367354044434,0.0163116716036655,0.0167674285665043,0.0188481737318573,0.021332104607521,0.027502433320081,0.0727956761989945,0.108780680429709,0.148078156503313,0.145379972176104,0.127885204535039,0.108656550046973,0.0802463378018514,0.053740525704306,0.0397383493696375,9.71250933159632
"27","many","poem",0.0440466022997937,0.0411982281741375,0.0593107300126265,0.0763628931630689,0.0925638671657207,0.101086876231145,0.0964102032422781,0.0917238416886903,0.0875553734250384,0.0805679948256848,0.0607201291851216,0.0496130056390204,0.0429826738034068,0.0400127202158037,0.0358448609284637,7.60141112493844
"28","many","shoe",0.028793196708105,0.044798927457938,0.0793467365188543,0.106561400835741,0.122442602401119,0.127374567358834,0.121187357245343,0.107751542733698,0.0798757258055285,0.0510648364594012,0.0303097700420095,0.0291272327283988,0.0256886861047277,0.0245804449441905,0.0210969726561105,6.77645902173754
"29","many","trav",0.0272094694728387,0.0326504196301671,0.0509819135324507,0.0702231081801531,0.0908819137064752,0.099451987777213,0.105528247845717,0.0960659413991168,0.0877459728632088,0.0805959730184927,0.0700520979002563,0.0611999609274649,0.0528657221978638,0.0421684973448687,0.0323787742037133,7.94863630180204
"30","many","tv",0.0339034549631469,0.0477394236285211,0.0613849589355518,0.0814805898235749,0.101822780601197,0.0912589541988515,0.0894222321706453,0.0924533726874175,0.0871414183576008,0.0737989754671651,0.0636354491856357,0.054116435907489,0.0467956793338604,0.0393639906631208,0.035682284076222,7.62803342680322
"31","none","bas",0.0333216111072062,0.0774790455303416,0.0677423798812113,0.0615999811115705,0.0626761849534253,0.0676764558569036,0.0830156360485279,0.111233629842274,0.118251932136053,0.125263279761568,0.093514240845719,0.053859016883682,0.0224250373300642,0.0152167787576605,0.00672478995379364,7.42562219319647
"32","none","book",0.041256448539421,0.0668244164626254,0.0872413644958748,0.13254007712536,0.159559789646015,0.13836390637814,0.109092642927564,0.0863570423098612,0.055438477743527,0.0420008097504948,0.0260269228865444,0.020367677638661,0.0150102605881701,0.0119367809287657,0.00798338257897597,5.98093864887067
"33","none","bur",0.226089690307761,0.217816031228915,0.188984588002619,0.113207946680887,0.0855889322153617,0.0524278051313777,0.0356211734552949,0.0257732477470483,0.0140565762837987,0.0110859198160753,0.00879263736646333,0.00645493880304984,0.00555877529887733,0.00471558257247136,0.00382615508999888,3.48677421415815
"34","none","cig",0.0640267146501642,0.125535549032406,0.0898011989756371,0.0936343422428854,0.099331263500418,0.0994779671039715,0.101451098064556,0.089718362902121,0.0680408512374213,0.0482858725564958,0.034733322581821,0.0233935300785576,0.0226307744479735,0.0204051484885208,0.019534004137051,6.11136499317139
"35","none","eat",0.0503286215264391,0.0930650825036055,0.129540437206074,0.166018846336553,0.155991078282431,0.120923525053456,0.0788758785815682,0.0582955530419707,0.0480251390278982,0.0354256674270316,0.0184471722887251,0.0160192026438494,0.011360833219986,0.00977869921723311,0.00790426364317899,5.39793642761005
"36","none","edu",0.0181775958499503,0.0210669982611648,0.0276154136114124,0.0409255022231402,0.091752877919448,0.196900580452557,0.191538140538901,0.18509837465477,0.107718187165987,0.0478368056059506,0.0253275575762401,0.0156805634777235,0.0103588574980108,0.0102224548088934,0.00978009035585025,7.10766420118324
"37","none","girl",0.138186638830893,0.16376365351315,0.1791449700713,0.144599466484739,0.100966762727936,0.0735576585980072,0.0525517887440577,0.0410398412617194,0.0260663648674283,0.0201993613853742,0.0170057111153587,0.014768912694872,0.0110205374775061,0.0100119910325343,0.00711634119512376,4.41496839039785
"38","none","hair",0.185342325549226,0.207359097939292,0.21175730996676,0.146184994317287,0.0867311703759912,0.0534628717873903,0.0341444407664421,0.0202354287008889,0.0142113708405592,0.0103210928221064,0.00942540075717455,0.00791241259656336,0.00690703117824744,0.00297141482275935,0.00303363757931116,3.58203742797304
"39","none","kid",0.154681540521886,0.200552264108035,0.221465406764804,0.17325647646475,0.0953315335371354,0.0616176139332905,0.0388984188857517,0.0155575584202718,0.0101677903367434,0.00643918290364058,0.00390083838207736,0.00382485849155494,0.00510945656375019,0.00571213362886819,0.00348492705744068,3.59969712390235
"40","none","mov",0.195640858043889,0.179195012462185,0.17106469650221,0.11899056617192,0.0847443575028696,0.0637736899136023,0.0450244990293689,0.0384462866710779,0.0258816940631042,0.0200267673693722,0.014942023937103,0.0121277560869873,0.0113839056555045,0.00975555991551958,0.00900232667528627,4.1349947198145
"41","none","move",0.00654971804751464,0.00735477710502779,0.0083538018733715,0.0101152660769436,0.0165556546684209,0.126017665901089,0.184135762406143,0.212081411119893,0.170524653284777,0.112152392486802,0.0702135058880638,0.0350483204642659,0.0221284615486399,0.0112537033064087,0.00751490582263969,8.31838728526878
"42","none","poem",0.100720952713391,0.128793242873763,0.144533711292807,0.12185259743502,0.116740850873976,0.100752494292706,0.0819057397186466,0.0526220037616388,0.0396899842584235,0.0313483860165664,0.0270764562729217,0.0202274147429641,0.0124843728950445,0.0123755831561752,0.00887620969595556,5.14181626199972
"43","none","shoe",0.126799228540873,0.15974733291781,0.160062310988639,0.130330420926492,0.111326630198025,0.0814151701428053,0.0618244295927288,0.046432242584569,0.036611320201207,0.0275967293761164,0.0163918046782039,0.0129559140430989,0.0097172584604577,0.00968497211489272,0.0091042352340796,4.63688312437609
"44","none","trav",0.0604221584626172,0.0922725076824182,0.141864588899082,0.130063728641438,0.120378658698446,0.103239970592771,0.0904864482491672,0.0714215317977571,0.0566434645701012,0.0356394076379623,0.0246910717108553,0.0209000051635665,0.0188663441815836,0.0181756928165858,0.0149344208956479,5.72925195978578
"45","none","tv",0.0813153674808952,0.0930788981118021,0.119474308624618,0.12868881219874,0.122981737183074,0.102612622468975,0.0990870510271983,0.0731580566801216,0.054800215758681,0.0440408360513034,0.0321080399814529,0.0205615902860078,0.013681244776358,0.00970602811942711,0.00470519125134557,5.56796583983795
