value,theta,probability,alternatives,prior_distribution,cost_of_adjective,utterance,speaker_lambda
0.49,0.15,0.00004204493904518202,pos_neg_null,normal,6,adjective,5
0.49,0.14,0.00004203210707829015,pos_neg_null,normal,6,adjective,5
0.49,0.13,0.00004202320192880182,pos_neg_null,normal,6,adjective,5
0.49,0.11,0.00004201291968822049,pos_neg_null,normal,6,adjective,5
0.49,0.12,0.00004201708282559637,pos_neg_null,normal,6,adjective,5
0.49,0.1,0.00004201011534426389,pos_neg_null,normal,6,adjective,5
0.49,0.09,0.00004200824503654258,pos_neg_null,normal,6,adjective,5
0.49,0.07,0.00004200620267944148,pos_neg_null,normal,6,adjective,5
0.49,0.08,0.00004200701005170174,pos_neg_null,normal,6,adjective,5
0.49,0.06,0.000042005680105814936,pos_neg_null,normal,6,adjective,5
0.49,0.05,0.00004200534523204378,pos_neg_null,normal,6,adjective,5
0.49,0.04,0.0000420051327737183,pos_neg_null,normal,6,adjective,5
0.49,0.03,0.000042004999321843876,pos_neg_null,normal,6,adjective,5
0.49,0.01,0.000042004865232855774,pos_neg_null,normal,6,adjective,5
0.49,0.02,0.000042004916330373585,pos_neg_null,normal,6,adjective,5
0.49,0,0.00003795051338795836,pos_neg_null,normal,6,adjective,5
0.51,0.51,0.0014458347565818944,pos_neg_null,normal,6,adjective,5
0.51,0.5,0.0010402453599350546,pos_neg_null,normal,6,adjective,5
0.51,0.49,0.0007339083501757545,pos_neg_null,normal,6,adjective,5
0.51,0.47,0.00039256721031431335,pos_neg_null,normal,6,adjective,5
0.51,0.48,0.0005301392454763502,pos_neg_null,normal,6,adjective,5
0.51,0.46,0.000298066879074345,pos_neg_null,normal,6,adjective,5
0.51,0.45,0.0002319638013741255,pos_neg_null,normal,6,adjective,5
0.51,0.43,0.00015076281672892552,pos_neg_null,normal,6,adjective,5
0.51,0.44,0.0001848824947085163,pos_neg_null,normal,6,adjective,5
0.51,0.42,0.00012563147385591083,pos_neg_null,normal,6,adjective,5
0.51,0.41,0.00010684269129095932,pos_neg_null,normal,6,adjective,5
0.51,0.39,0.00008169093019391382,pos_neg_null,normal,6,adjective,5
0.51,0.4,0.00009260620363664418,pos_neg_null,normal,6,adjective,5
0.51,0.37,0.00006663277542400908,pos_neg_null,normal,6,adjective,5
0.51,0.38,0.00007323666111055496,pos_neg_null,normal,6,adjective,5
0.51,0.35,0.00005733321075420597,pos_neg_null,normal,6,adjective,5
0.51,0.36,0.00006143904592737946,pos_neg_null,normal,6,adjective,5
0.51,0.34,0.000054075799063063574,pos_neg_null,normal,6,adjective,5
0.51,0.33,0.0000514862316800222,pos_neg_null,normal,6,adjective,5
0.51,0.31,0.00004778919120061151,pos_neg_null,normal,6,adjective,5
0.51,0.32,0.00004942638936502502,pos_neg_null,normal,6,adjective,5
0.51,0.29,0.0000454638082462056,pos_neg_null,normal,6,adjective,5
0.51,0.3,0.00004649057450602463,pos_neg_null,normal,6,adjective,5
0.51,0.27,0.00004402225143012581,pos_neg_null,normal,6,adjective,5
0.51,0.28,0.00004465542079024852,pos_neg_null,normal,6,adjective,5
0.51,0.26,0.00004352928731239741,pos_neg_null,normal,6,adjective,5
0.51,0.25,0.000043148050685768355,pos_neg_null,normal,6,adjective,5
0.51,0.24,0.00004285537265564286,pos_neg_null,normal,6,adjective,5
0.51,0.23,0.000042632439614287215,pos_neg_null,normal,6,adjective,5
0.51,0.22,0.00004246403388906472,pos_neg_null,normal,6,adjective,5
0.51,0.21,0.00004233791521538272,pos_neg_null,normal,6,adjective,5
0.51,0.19,0.00004217546532236156,pos_neg_null,normal,6,adjective,5
0.51,0.2,0.00004224430723546928,pos_neg_null,normal,6,adjective,5
0.51,0.18,0.00004212531008176367,pos_neg_null,normal,6,adjective,5
0.51,0.17,0.000042089116010446004,pos_neg_null,normal,6,adjective,5
0.51,0.16,0.000042063247868713646,pos_neg_null,normal,6,adjective,5
0.51,0.15,0.00004204493904518202,pos_neg_null,normal,6,adjective,5
0.51,0.14,0.00004203210707829015,pos_neg_null,normal,6,adjective,5
0.51,0.13,0.00004202320192880182,pos_neg_null,normal,6,adjective,5
0.51,0.12,0.00004201708282559637,pos_neg_null,normal,6,adjective,5
0.51,0.11,0.00004201291968822049,pos_neg_null,normal,6,adjective,5
0.51,0.1,0.00004201011534426389,pos_neg_null,normal,6,adjective,5
0.51,0.09,0.00004200824503654258,pos_neg_null,normal,6,adjective,5
0.51,0.08,0.00004200701005170174,pos_neg_null,normal,6,adjective,5
0.51,0.07,0.00004200620267944148,pos_neg_null,normal,6,adjective,5
0.51,0.06,0.000042005680105814936,pos_neg_null,normal,6,adjective,5
0.51,0.05,0.00004200534523204378,pos_neg_null,normal,6,adjective,5
0.51,0.03,0.000042004999321843876,pos_neg_null,normal,6,adjective,5
0.51,0.04,0.0000420051327737183,pos_neg_null,normal,6,adjective,5
0.51,0.02,0.000042004916330373585,pos_neg_null,normal,6,adjective,5
0.51,0.01,0.000042004865232855774,pos_neg_null,normal,6,adjective,5
0.51,0,0.00004617260226102929,pos_neg_null,normal,6,adjective,5
0.52,0.1,0.00004138466620973653,pos_neg_null,normal,6,adjective,5
0.52,0.09,0.00004138282374726924,pos_neg_null,normal,6,adjective,5
