value,theta,probability,alternatives,prior_distribution,cost_of_adjective,utterance,speaker_lambda
0.16,0.14,0.000028411552072008913,pos_neg_null,2-2x,6,adjective,5
0.16,0.13,0.00002535667973700724,pos_neg_null,2-2x,6,adjective,5
0.16,0.12,0.000022656686452276225,pos_neg_null,2-2x,6,adjective,5
0.16,0.11,0.000020267579025505302,pos_neg_null,2-2x,6,adjective,5
0.16,0.1,0.000018151107127953328,pos_neg_null,2-2x,6,adjective,5
0.16,0.09,0.000016273986488312345,pos_neg_null,2-2x,6,adjective,5
0.16,0.08,0.000014607228532539868,pos_neg_null,2-2x,6,adjective,5
0.16,0.07,0.000013125562249947474,pos_neg_null,2-2x,6,adjective,5
0.16,0.06,0.000011806935763247097,pos_neg_null,2-2x,6,adjective,5
0.16,0.05,0.000010632086650152915,pos_neg_null,2-2x,6,adjective,5
0.16,0.04,0.000009584171487564995,pos_neg_null,2-2x,6,adjective,5
0.16,0.03,0.000008648446361415844,pos_neg_null,2-2x,6,adjective,5
0.16,0.02,0.000007811991209830005,pos_neg_null,2-2x,6,adjective,5
0.16,0.01,0.000007063471853292626,pos_neg_null,2-2x,6,adjective,5
0.16,0,1.9875551182811477e-7,pos_neg_null,2-2x,6,adjective,5
0.17,0.17,0.000023940220548554206,pos_neg_null,2-2x,6,adjective,5
0.17,0.16,0.00003537001204232374,pos_neg_null,2-2x,6,adjective,5
0.17,0.15,0.000031492510926559195,pos_neg_null,2-2x,6,adjective,5
0.17,0.14,0.000028073319309246867,pos_neg_null,2-2x,6,adjective,5
0.17,0.13,0.00002505481450204284,pos_neg_null,2-2x,6,adjective,5
0.17,0.12,0.000022386963994511005,pos_neg_null,2-2x,6,adjective,5
0.17,0.11,0.000020026298322820688,pos_neg_null,2-2x,6,adjective,5
0.17,0.1,0.000017935022519287196,pos_neg_null,2-2x,6,adjective,5
0.17,0.09,0.00001608024855392777,pos_neg_null,2-2x,6,adjective,5
0.17,0.08,0.00001443333295477152,pos_neg_null,2-2x,6,adjective,5
0.17,0.07,0.000012969305556495795,pos_neg_null,2-2x,6,adjective,5
0.17,0.06,0.000011666377004160808,pos_neg_null,2-2x,6,adjective,5
0.17,0.05,0.000010505514190032034,pos_neg_null,2-2x,6,adjective,5
0.17,0.04,0.000009470074207951183,pos_neg_null,2-2x,6,adjective,5
0.17,0.03,0.000008545488666637073,pos_neg_null,2-2x,6,adjective,5
0.17,0.02,0.000007718991314474875,pos_neg_null,2-2x,6,adjective,5
0.17,0.01,0.0000069793829026582315,pos_neg_null,2-2x,6,adjective,5
0.17,0,2.614641930488899e-7,pos_neg_null,2-2x,6,adjective,5
0.18,0.18,0.000029147841841689116,pos_neg_null,2-2x,6,adjective,5
0.18,0.17,0.000039293037111828474,pos_neg_null,2-2x,6,adjective,5
0.18,0.16,0.0000349438673189224,pos_neg_null,2-2x,6,adjective,5
0.18,0.15,0.00003111308308407066,pos_neg_null,2-2x,6,adjective,5
